Customer,Order,Time,Quantity,PricePerLb,CostPerLb,LagPrice
554,1,0.285714286,0.03895,4.236200257,1.8,3.046594982
554,0,5.285714286,0.07811,3.392651389,1.879512028,2.538860104
555,0,9.857142857,0.04232,3.59168242,1.711919806,2.498423707
555,0,1.571428571,0.302,2.602649007,1.771875,3.59168242
555,0,4.857142857,1.164,2.331271478,1.873436426,2.3
555,0,5,0.5,2.3,1.882061983,2.331271478
555,0,4.428571429,0.20735,2.63322884,1.759075,2.403314917
555,1,7.571428571,0.10032,2.272727273,1.77,2.63322884
555,0,0.142857143,0.1371,2.735229759,1.724625,2.272727273
555,0,16.57142857,1.0722,2.378446185,1.953883604,2.276923077
555,0,0.071428571,0.46166,2.345600659,1.88417775,2.446043166
556,0,5,0.8878,2.643613426,1.788849127,2.753036437
556,0,7.285714286,0.30868,2.786056758,1.787615699,2.643613426
556,0,0.714285714,0.29801,3.177745713,1.767351431,4.255319149
556,0,7.142857143,0.0447,3.803131991,1.747583893,3.177745713
556,1,0.285714286,0.01904,5.803571429,1.71,3.803131991
556,1,2,0.9354,2.450288647,1.784238874,5.803571429
556,0,8,0.183,3.93442623,2.35,2.5
556,1,0.428571429,0.436,2.293577982,1.64,3.258958756
556,1,5.142857143,0.036,5.833333333,1.75,3.562945368
556,0,3.857142857,0.10954,3.213438014,1.931554167,5.833333333
556,0,0.142857143,0.10954,3.213438014,1.931554167,3.213438014
556,1,1,1.39468,2.581237273,1.885660653,3.213438014
556,0,8.428571429,0.1333,3.300825206,1.826485218,2.581237273
556,0,1,0.3966,2.76096823,1.94,3.300825206
557,0,0.071428571,0.01707,8.787346221,1.6,4.655803126
557,1,1.142857143,0.15366,2.4170246,1.682979983,2.662473795
557,1,2.571428571,0.09775,3.069053708,1.8,2.417266187
557,0,5.285714286,0.557,2.800718133,1.763571429,3.264726757
557,0,0.142857143,0.07875,3.428571429,1.9,2.800718133
557,1,1,0.11375,3.428571429,1.836057692,3.428571429
557,0,1.142857143,0.28938,2.648766328,1.6,3.428571429
557,1,1.428571429,1.26,2.4,1.84725,2.648766328
558,0,2.285714286,3.612,2.242524917,1.440909091,2.330508475
558,0,20.85714286,0.03366,3.713606655,1.78,2.242524917
558,1,0.071428571,0.28195,2.21670509,1.741315789,3.713606655
558,1,0.071428571,0.5645,2.453498671,1.796875,2.21670509
558,1,9.857142857,0.40606,2.881347584,1.71284795,2.453498671
559,0,2.142857143,0.135,4.533333333,2.49,2.836733401
559,0,5.142857143,0.462,2.537878788,1.816794529,4.533333333
559,0,0.142857143,0.90965,2.359698785,1.812584452,2.537878788
559,1,2.142857143,0.10039,2.455423847,1.795529435,2.981651376
559,0,0.142857143,0.4582,4.332169358,3.008838935,2.455423847
559,1,8.142857143,0.30744,3.43481655,2.273114071,3.007947848
559,0,10.85714286,0.126,5.515873016,2.235625,3.43481655
559,1,0.714285714,0.63997,2.586058722,2.056870947,5.515873016
560,0,5.142857143,0.07686,4.449648712,2.160699482,3.264508929
560,1,2.714285714,0.24,4.006166667,2.415563333,4.449648712
560,1,7.571428571,0.4472,4.563908766,2.76,4.518581081
560,0,12,0.1476,3.170731707,1.83,4.563908766
560,0,5.857142857,0.0978,3.944785276,2.30804,4.18760469
560,1,0.857142857,0.03072,3.41796875,1.62,3.944785276
560,0,10.14285714,0.02129,6.106153124,1.996875002,3.41796875
560,1,0.071428571,0.05581,4.658663322,1.674411396,3.842549203
560,1,1.857142857,0.0274,2.965328467,1.712461766,3.762862848
560,0,0.142857143,0.09445,3.35627316,1.952782601,2.965328467
560,1,1,0.1357,3.413780398,1.615121592,3.35627316
560,0,3.285714286,0.60372,2.604684291,1.676269231,3.413780398
560,0,6.714285714,0.03952,3.643724696,1.55,2.604684291
560,1,1.714285714,0.1278,2.832550861,1.967114241,3.643724696
560,0,1.428571429,0.2973,4.94164144,3.017942819,2.832550861
560,0,2.571428571,0.16494,3.873954165,1.459423427,4.94164144
560,0,0.428571429,0.04641,4.201680672,2.7,3.873954165
560,0,4.428571429,0.10488,3.718535469,2.30181213,4.201680672
560,0,3.714285714,0.05692,3.24490513,1.736556571,3.718535469
560,1,1.857142857,0.04985,3.7111334,1.06,3.24490513
561,0,3.714285714,0.52695,2.419584401,1.745268421,2.990779547
562,0,60.71428571,0.605,2.562727273,1.566892562,2.029239766
562,0,2.142857143,0.4065,2.919089791,1.23,3.53
562,0,0.071428571,0.556,2.95,2.338352867,2.919089791
562,1,1,0.112,2.4,1.82,2.95
562,0,2.857142857,0.626,2.221325879,1.861596685,3.880597015
562,0,4.285714286,0.19526,3.954624603,2.511839599,2.221325879
562,0,1,0.02772,2.949134199,1.88,3.954624603
562,0,3,0.39087,3.768516387,2.250141479,2.949134199
562,1,2,0.42,2.55,2.291714286,3.768516387
562,0,1.571428571,0.03174,4.725897921,2.78,2.55
562,1,0.142857143,0.18212,2.298484516,1.665378253,4.725897921
562,1,0.428571429,0.38,2.967105263,2.308331147,2.298484516
562,1,4,0.306,2.55,2.152,2.967105263
562,0,6.714285714,0.16548,2.499637418,2.18,2.55
562,0,1.714285714,0.112,2.26,1.66,2.499637418
562,0,0.285714286,0.17038,4.618793286,2.739272802,2.26
562,0,2.142857143,0.41306,2.95949741,2.033664134,4.618793286
562,0,0.857142857,0.1884,2.404458599,1.83307899,2.95949741
562,0,0.071428571,0.06103,3.686711453,2.509502263,2.404458599
562,1,0.285714286,0.16815,2.23015165,1.51,3.686711453
562,1,1.857142857,0.32878,2.959304094,1.928109621,2.23015165
562,0,1.142857143,0.3864,3.449560041,2.814329446,2.959304094
562,0,1.714285714,0.19377,2.585539557,1.804638569,3.449560041
562,1,2,0.04765,4.407135362,1.76743127,2.585539557
562,0,0.857142857,0.20463,3.300884523,2.122170705,4.407135362
562,0,1,0.07958,3.581301835,1.760107527,3.300884523
562,1,0.285714286,0.45288,2.899995584,2.264864865,3.581301835
562,1,0.071428571,0.45288,2.818914503,2.167374775,2.899995584
562,1,0.285714286,0.03309,2.719854941,1.806401236,2.61
562,1,2.857142857,0.28879,2.766716299,2.413833277,2.719854941
562,0,0.857142857,0.173,2.61,2.18,2.766716299
562,0,9.142857143,0.05628,4.235963042,2.69,2.61
562,1,0.714285714,0.06103,4.096346059,2.69,4.235963042
562,0,0.142857143,0.01996,8.617234469,2.887261628,4.096346059
562,1,0.285714286,0.422,2.39,2.239241706,8.617234469
562,1,1.714285714,0.19377,2.247509935,1.876153687,2.39
563,0,9.714285714,0.16772,2.522060577,1.786362986,2.758784991
563,0,0.857142857,0.7158,2.813635094,1.851083886,2.522060577
563,0,0.428571429,0.278,4.25,2.7475,2.813635094
563,0,4.428571429,0.00221,6.787330317,1.7375,4.25
563,1,19.42857143,0.15248,2.59706191,0.873535714,6.787330317
563,0,25,0.33182,2.799710687,1.638332104,2.59706191
563,1,0.071428571,0.486,2.600308642,1.82,4.160887656
564,0,7,0.07256,2.701212789,1.670704245,2.724770642
564,0,0.142857143,0.1148,2.43902439,1.607615385,2.701212789
564,0,1.714285714,0.23512,2.983582851,1.946286152,2.844036697
564,1,4.142857143,0.9378,2.870548091,2.490884783,2.601702933
564,0,1,0.28,2.85,1.82589537,2.870548091
564,1,1.714285714,0.18797,2.351439059,1.971011864,2.85
564,1,0.857142857,0.09184,3.571428571,1.70125,2.351439059
564,0,0.142857143,0.343,3.673469388,2.311834616,3.571428571
564,0,2.142857143,0.171,3.391812866,2.388166667,3.673469388
564,1,1,0.13175,3.022770399,2.023377609,3.391812866
564,0,2.571428571,0.22292,2.870985107,1.967351516,3.022770399
564,0,3,2.87262,2.465310414,1.673441506,7.428571429
564,0,2.285714286,0.109,3.302752294,2.11,2.465310414
564,1,0.071428571,0.00352,5.681818182,1.81,3.302752294
565,1,0.071428571,0.17088,2.949438202,1.659224138,3.68945869
565,1,10.14285714,0.1463,2.706766917,1.62,3.15270936
565,0,5.142857143,0.3636,2.574257426,1.37,2.706766917
565,0,2.571428571,0.1728,2.777777778,1.36,2.574257426
565,0,3.571428571,0.224,2.946428571,1.61,3.67816092
565,0,5.571428571,0.03768,5.573248408,2.13,2.946428571
565,0,1.714285714,0.0174,4.252873563,1.88,5.573248408
565,0,0.142857143,0.0144,7.986111111,2.07,4.252873563
565,1,0.071428571,0.061,4.344262295,1.861839623,7.986111111
565,0,7.428571429,0.9088,2.464788732,1.5,4.344262295
566,0,8.142857143,0.11325,4.715231788,2.191356593,5.779183439
566,0,55,0.0336,5.357142857,3.6025,4.715231788
566,0,1.857142857,0.26656,5.893607443,4.316125,5.357142857
566,1,0.071428571,0.2806,5.488239487,4.24,5.893607443
566,0,0.714285714,0.2082,8.645533141,5.19,5.488239487
566,1,7.857142857,0.18939,5.575795977,3.56,8.645533141
566,0,2.428571429,1.41125,2.373782108,1.695022727,5.575795977
566,0,0.142857143,0.11808,5.602134146,3.384565558,2.373782108
566,0,0.428571429,7.228,4.5,3.62,5.602134146
566,1,0.071428571,1.20132,2.904105484,2.41,4.5
566,0,4.285714286,0.68976,5.799118534,4.1934375,2.904105484
566,0,0.857142857,0.51124,3.199906111,2.168277311,5.799118534
566,0,0.071428571,0.4229,3.901631591,2.26208841,3.199906111
566,1,0.142857143,0.05612,6.771204562,4.425,3.901631591
566,0,1.857142857,2.9895,2.308078274,1.889452055,6.771204562
566,0,0.857142857,7.505,2.25,1.74,2.308078274
566,0,2,0.065,3.076923077,1.988980769,2.25
566,0,0.071428571,0.6175,2.408906883,1.87776,3.076923077
566,0,0.142857143,2.832,3.3,2.61362551,2.408906883
566,0,0.071428571,5.32725,3.299075508,2.6688,3.3
566,0,0.071428571,3.47,3.3,2.587973636,3.299075508
567,0,23.14285714,4.78175,2.328227114,1.772350639,4.123287671
567,1,0.071428571,0.05291,3.326403326,1.75,2.404624278
567,1,0.428571429,0.229,2.452401747,1.669234842,3.326403326
567,0,8.857142857,0.792,2.836805556,1.721397216,3.405865658
567,0,5.285714286,0.07245,3.726708075,1.655,2.836805556
567,1,0.714285714,0.82754,2.667907292,1.619775963,3.726708075
567,0,5.571428571,0.0292,7.534246575,2.52,2.667907292
568,0,0.571428571,0.2112,3.778409091,2.2274,3.861625101
568,1,0.571428571,0.05114,2.346499805,1.825460305,3.778409091
568,1,13,0.2966,2.950101146,2.513746476,2.346499805
568,1,3.857142857,0.59022,3.059875978,2.200694546,3.010033445
568,0,0.428571429,1.94272,2.551062428,1.955962933,3.059875978
569,0,1,0.29689,3.469298393,2.603338273,2.379740392
569,1,0.142857143,0.017,4.705882353,1.825625,3.02631579
569,0,0.071428571,0.50955,2.974683544,1.345625,2.600806452
569,0,6.285714286,0.0425,3,1.62,5.393258427
569,1,1.428571429,0.0567,4.05643739,1.59,5.492424242
569,0,1.285714286,0.0267,7.865168539,1.94,2.894211577
569,1,1.857142857,0.06299,3.889506271,1.204483251,3.78214826
570,1,22,0.0543,3.314917127,1.71,2.96060123
570,0,12.71428571,0.0126,4.761904762,1.66725,3.314917127
570,0,20.85714286,0.0661,3.777609682,1.75,8.928571429
571,1,32.14285714,0.4357,4.258664219,2.253764058,2.840909091
572,0,16.14285714,0.08782,3.188339786,1.642777777,2.564080502
572,1,0.142857143,0.50178,2.780102834,1.88,3.188339786
572,0,7.142857143,0.81036,2.757046251,1.726870527,2.780102834
572,1,0.071428571,0.305,2.704918033,1.64,2.757046251
573,0,1.857142857,0.0358,5.027932961,3.02,3.502747253
573,0,3.714285714,0.02695,2.820037106,1.776071429,5.027932961
573,0,0.142857143,0.0084,5.380952381,1.707991071,4.304267161
574,0,9.571428571,0.51744,2.465986395,2.02,3.095238095
574,0,3,0.16492,2.680087315,1.752078584,4.505169867
574,1,2.142857143,0.10794,2.570872707,1.874141809,3.712671509
575,1,7.285714286,0.12597,3.056283242,1.687793919,9.310986965
575,0,3.857142857,0.112,3.035714286,1.61,3.056283242
576,0,5.857142857,0.23835,2.957835116,1.7995,2.949462182
577,0,7,0.01136,5.633802817,1.758,3.177004539
577,1,6.428571429,0.04212,2.421652422,1.687465518,5.266981475
577,0,23.28571429,0.30996,2.540650407,1.849766667,2.421652422
578,0,0.571428571,0.0726,3.787878788,1.7,6.956521739
578,1,22,0.1182,2.44500846,1.548369451,7.8125
579,0,2.571428571,0.10796,3.149314561,1.84226,2.803921569
579,1,0.285714286,0.564,2.879432624,1.770851064,2.451994092
579,1,15.28571429,0.07998,3.2008002,1.767612153,6.666666667
579,0,1.571428571,0.29232,2.733990148,1.626543514,3.074760608
579,1,3.571428571,0.1843,2.753662507,1.6,4.333333333
579,0,5.285714286,0.29244,2.691834222,1.812527698,2.753662507
579,0,2.714285714,0.3385,2.843426883,1.85,2.691834222
579,0,0.071428571,0.224,2.857142857,1.63,2.857142857
579,1,3.285714286,0.10824,3.302845529,1.9,5.524861879
580,0,5.857142857,1.28565,2.430677089,1.880722203,2.314503475
580,1,4,0.56,1.875,1.52,2.430677089
580,0,0.142857143,0.37488,3.191021127,1.82,1.875
580,1,0.142857143,0.56,2.767857143,1.89,2.314503475
580,0,4.142857143,1.1842,2.465799696,1.607529134,2.752976191
580,1,0.571428571,0.3408,2.95334507,1.6,2.410714286
580,1,0.071428571,0.09215,2.550189908,0.77,2.95334507
580,0,5.285714286,0.1986,3.172205438,1.787119839,2.550189908
580,1,4.142857143,1.0061,2.663751118,1.61,3.257042254
580,1,1.714285714,0.1136,3.257042254,1.91,2.663751118
581,0,11.14285714,0.31524,2.505234107,1.678349194,2.760416667
581,0,20,0.92436,2.518499286,1.923061145,2.711383865
582,1,2.857142857,0.11863,3.329680519,2.222083333,4.385041551
582,0,1.857142857,0.75806,2.63006886,2.05,2.235294118
582,0,21.28571429,3.08344,3.525559116,2.670885724,2.63006886
583,1,0.857142857,0.0194,2.835051546,1.75,2.835051546
583,0,4.571428571,0.7049,3.420697971,2.04,2.835051546
583,0,0.142857143,0.2152,3.816449814,3.02,2.599009901
583,1,11.85714286,0.2236,2.495527728,1.7619678,3.051724138
583,1,0.714285714,0.12804,3.670727898,2.4,3.873873874
583,1,6.857142857,0.25402,2.251791198,1.82,3.670727898
583,0,2,0.00164,6.097560976,1.504853049,3.368591863
583,1,0.857142857,2.84,2.211267606,1.466084,6.097560976
583,0,2.142857143,0.17834,2.696534709,1.707803073,2.211267606
583,1,3.142857143,0.09982,2.855139251,1.763750751,2.696534709
583,1,6.142857143,0.4667,2.977930148,1.806897365,2.855139251
583,1,0.071428571,0.168,2.692857143,1.585660294,2.977930148
583,0,1.714285714,0.34904,3.747421499,2.93,2.692857143
583,1,2.571428571,0.10973,3.262553541,1.89,2.608436206
583,1,0.071428571,0.1852,2.597192225,1.66,3.167732415
583,1,3.714285714,0.25398,2.598629813,1.82,2.597192225
583,1,0.285714286,0.17452,3.839101536,2.93,2.78024911
583,1,0.714285714,0.17452,3.839101536,2.93,3.839101536
584,0,18.28571429,0.13176,2.62295082,1.887868853,3.291847042
584,1,1.428571429,0.039,3.365384615,1.821233333,2.62295082
584,0,8.142857143,0.04636,5.176876618,1.5475,3.365384615
584,0,4.285714286,0.47472,2.628918099,1.002745197,1.731102135
584,0,6.714285714,0.20011,4.447553845,2.51,2.628918099
584,1,5.857142857,0.0248,4.032258065,2.85,2.660472973
584,0,0.857142857,0.06359,2.516118887,1.84,4.032258065
584,0,5.571428571,0.006,9,3.16,2.516118887
584,0,0.571428571,0.16632,2.077922078,1.78,9
584,0,1.428571429,0.02268,7.407407407,1.669107143,2.077922078
585,0,1.571428571,3.0306,2.267867749,1.689794727,2.75
585,0,0.285714286,0.6738,2.230632235,1.842166667,2.267867749
585,0,4.571428571,0.1268,2.519716088,1.71748817,2.230632235
585,1,0.428571429,0.2013,2.409339295,1.68,2.519716088
585,0,3.714285714,0.6047,2.382586407,1.775243148,2.409339295
585,0,2.714285714,0.16968,2.36562942,1.814361602,2.382586407
585,0,1.285714286,4.4256,2.486442516,2.064700732,2.36562942
585,0,6.285714286,1.216,2.25,1.809650316,2.486442516
585,0,4.571428571,1.142,2.351138354,1.7,2.25
585,0,1,0.351,2.635327635,1.7825,2.351138354
585,0,0.071428571,0.6945,2.383009359,1.811850739,2.635327635
585,0,0.071428571,0.30875,2.607287449,1.81875,2.383009359
585,0,7.285714286,0.24,2.416666667,1.76,2.607287449
585,1,0.142857143,0.6348,2.268431002,1.737184321,2.416666667
585,0,13.85714286,0.066,3.03030303,1.77,2.268431002
585,0,1.857142857,0.1322,2.6096823,1.748961539,3.03030303
585,0,2.857142857,0.07565,3.146067416,1.72,2.260044643
585,1,3,0.46569,2.338465503,1.724361022,3.146067416
585,0,1,0.81164,3.326597999,1.603396466,2.338465503
585,1,4.285714286,0.0689,2.97532656,1.65,3.326597999
585,1,1,0.97030001,7.224569647,2.766811782,2.97532656
585,1,1.714285714,0.1824,3.782894737,2.65,7.224569647
585,1,2.857142857,0.43696,2.416697181,1.77,3.782894737
585,1,0.071428571,1.19399,2.277657267,1.732589922,2.416697181
585,0,0.571428571,1.404,3.53988604,2.65,2.416697181
585,0,0.428571429,1.904,2.075892857,1.55,3.53988604
585,0,0.714285714,0.6969,2.41067585,1.574327273,2.075892857
585,1,0.285714286,0.43696,2.416697181,1.77625,2.41067585
585,1,0.071428571,0.351,2.564102564,1.6734,2.416697181
585,1,0.714285714,0.22305,2.689979825,1.552292308,2.564102564
585,1,1.142857143,0.74,2.452702703,1.746216216,2.689979825
585,1,6.571428571,1.56512,2.259251687,1.719387883,2.452702703
585,1,4.428571429,2.92495,2.273543138,1.731714286,2.259251687
585,0,1,0.4461,2.46581484,1.552292308,2.273543138
585,0,6.857142857,3.1365,2.110234338,1.576766667,2.46581484
585,1,0.285714286,0.48276,2.447593007,1.868054317,2.110234338
586,1,0.714285714,0.11583,3.086419753,1.771333333,3.77956596
586,1,3.142857143,0.08468,2.38545111,1.74,2.335814246
586,0,0.142857143,0.54353,3.331922801,2.454120928,2.38545111
586,1,3.428571429,0.20909,2.845664546,1.4725,3.331922801
586,1,0.714285714,3.568,2.148262332,1.758944445,2.690202001
586,0,0.428571429,0.237,4.126582279,2.043333333,3.014184397
586,0,0.142857143,0.23712,2.754934211,1.822,2.190451207
586,1,1.428571429,0.118,2.525423729,1.827692857,2.754934211
586,0,0.285714286,0.568,1.954225352,1.574,2.832891362
586,0,0.428571429,0.24418,2.790973872,1.777571429,1.954225352
586,0,0.428571429,1.405,3.352313167,2.603571429,2.790973872
586,0,5.142857143,3.4845,1.894102454,1.670980952,3.352313167
586,0,1.714285714,0.41375,3.311178248,2.2275,1.894102454
586,1,4.285714286,0.04661,3.218193521,1.707396181,2.182341576
586,1,0.071428571,0.5943,2.720848057,2.216666667,3.218193521
586,1,2.857142857,0.04935,3.221884499,1.680833333,2.720848057
586,0,0.571428571,0.16392,3.03806735,1.673294083,2.889908257
586,0,0.071428571,0.1213,3.083264633,1.661864007,3.03806735
587,0,23.14285714,1.7072,4.111996251,2.335057471,3.102883547
587,0,29.85714286,1.64928,3.2887078,2.712898551,4.111996251
587,1,0.071428571,1.64928,2.881257276,2.712898551,3.2887078
587,0,5,0.63887,2.796187018,2.197589315,2.881257276
587,0,6.857142857,3.37032,3.026418856,2.646350455,2.796187018
588,1,11.71428571,0.01022,5.870841487,1.62,5.245501285
588,0,13,0.04461,4.348800717,1.967507285,5.870841487
588,0,5.285714286,0.02142,4.66853408,2.452787358,4.348800717
588,1,1.714285714,0.11962,4.966895168,3.790571573,4.66853408
588,1,10.28571429,0.03184,3.266331658,1.7975,4.966895168
588,0,6,0.01202,4.991680532,1.98,3.266331658
588,0,4.714285714,0.01146,8.72600349,1.64,4.991680532
588,0,26,0.0654,3.822629969,1.643541667,8.72600349
588,0,2.142857143,0.2052,3.246832359,2.080942983,3.822629969
588,0,2.857142857,0.0356,5.337078652,1.595,3.246832359
589,0,1.571428571,5.016,3.070175439,2.675,2.6096823
589,0,0.571428571,6.96,3.16091954,2.674,3.070175439
589,0,11.42857143,0.126,2.907142857,1.8035,3.16091954
589,1,5.428571429,0.08416,2.79230038,1.75,2.907142857
590,1,23.85714286,0.46408,2.54697466,1.690303396,4.407051282
590,1,12.28571429,0.31742,2.578602483,1.842760696,2.54697466
590,0,11.42857143,3.03486,2.099602618,1.747183066,2.503542749
590,0,0.071428571,1.14986,2.255926809,1.799140069,2.099602618
590,0,0.071428571,0.2772,2.727272727,1.77,2.141925871
590,0,30.85714286,0.1703,2.630651791,1.676462575,2.727272727
591,1,1.142857143,0.1138,2.741652021,1.76754833,2.477777778
591,1,0.142857143,0.171,2.928362573,1.719564035,2.579365079
591,0,0.285714286,0.29982,2.851711027,1.765202717,2.928362573
591,1,7.428571429,0.465,2.150537634,1.716777778,2.666666667
591,0,38.85714286,0.134,3.059701493,1.85,2.150537634
591,1,7,0.241,2.925311203,1.88,3.059701493
592,0,23.57142857,0.5017,2.488339645,1.777441073,3.643724696
592,0,29.71428571,0.084,3.25,1.8,2.468723937
592,0,1.857142857,0.2605,2.460652591,1.799366603,3.25
592,1,0.142857143,0.91728,2.531397174,1.86,2.460652591
593,1,2.285714286,0.028,4.642857143,2.47,5.060422961
593,1,6.857142857,0.084,5.357142857,2.2,5.357142857
593,1,4.142857143,0.06993,4.361504362,2.207640498,5.603448276
593,0,4.142857143,0.1044,5.603448276,2.71,4.361504362
593,0,0.071428571,0.028,7.321428571,2.7,5.603448276
593,1,2.285714286,0.17136,3.203781513,1.75,7.321428571
593,1,1,0.258,4.903100775,2.726976744,3.203781513
593,0,0.714285714,0.07026,3.558212354,1.71,4.903100775
593,0,3.428571429,0.174,5.172413793,2.8,3.558212354
594,1,11.42857143,0.10485,3.614687649,1.785622318,3.567075944
595,1,0.071428571,0.352,2.08,1.6965,1.927292572
595,1,0.142857143,0.211,2.15,1.680277778,2.08
595,0,0.071428571,0.12,2.05,1.661666667,2.15
595,0,0.071428571,0.099,3.832727273,3.199545455,2.05
595,0,5.571428571,1.752,2.95,2.7915,3.832727273
595,0,1,0.22722,5.637707948,3.00178512,2.95
595,1,5,0.09021,6.773085024,3.641067745,5.637707948
595,0,3.285714286,0.499,2.25,1.685219851,6.773085024
595,1,0.071428571,0.00982,3.131364562,2.123966395,2.25
595,0,0.071428571,0.875,2.98,2.28945,3.131364562
595,1,8.714285714,0.008,6.88,4.68,2.98
596,0,0.142857143,2.77355,3.655964378,2.680714286,2.560480311
596,0,0.071428571,2.77355,3.655964378,2.680714286,3.655964378
596,1,4.285714286,0.8234,4.888268156,3.019,3.655964378
596,1,14.85714286,0.05648,6.108356941,3.45,4.888268156
596,0,0.857142857,0.66972,2.401003404,1.7,6.108356941
597,0,5,0.39056,2.51177796,1.558603032,2.802062318
597,1,1,0.16728,2.510760402,1.55,2.51177796
597,1,0.142857143,0.5576,2.510760402,1.58,3.11907131
597,0,0.142857143,0.16728,2.510760402,1.550925,2.510760402
597,1,0.285714286,0.1704,2.464788732,1.37,2.510760402
597,1,0.071428571,0.16728,2.510760402,1.550925,2.510760402
597,0,0.071428571,0.72099,2.504611714,1.740791412,2.784503632
597,0,0.071428571,0.90282,2.715325314,1.91608006,2.504611714
598,0,8.714285714,0.02527,3.363672339,1.8745,2.970532319
598,1,3.285714286,0.11592,3.106107661,1,3.363672339
598,0,35.28571429,0.17298,4.33576136,2.7875,3.106107661
598,1,0.428571429,0.17388,2.7605245,1.606170213,4.33576136
599,1,65,0.03,5.833333333,1.79,7.194244604
599,0,0.071428571,0.0337,3.560830861,1.739403846,5.833333333
600,0,59.28571429,0.33867,2.330587297,1.727379455,3.218405703
600,0,1.714285714,0.31758,2.341457271,1.718358839,2.330587297
600,1,1.285714286,0.31922,2.381962283,1.711805651,2.342651037
600,1,4.571428571,0.1684,2.449524941,1.689082821,2.381962283
600,1,10.14285714,0.35162,2.601899778,1.958114442,2.449524941
600,0,14.14285714,0.49612,2.492663065,1.98297287,2.601899778
600,1,2,0.32563,2.527838344,1.971504468,2.492663065
601,1,15.85714286,0.0532,3.665413534,1.71,2.954545455
601,1,17.42857143,0.1192,4.144295302,1.821979866,3.355704698
602,0,0.071428571,5.41773,2.226319879,1.7719821,3.153988868
602,0,9.285714286,0.02069,7.974867086,1.71,4.494382023
603,0,14.85714286,0.119,2.899159664,1.81,3.013392857
603,1,3,0.29427,2.608488803,1.659239134,2.966952711
603,0,13.14285714,0.11309,3.006455036,1.45,2.608488803
603,0,1.857142857,0.62399,2.371832882,1.648908476,3.006455036
604,1,0.071428571,0.57121,3.490922778,1.730873934,3.628922237
604,0,1.714285714,0.64047,3.39561572,2.288331382,3.490922778
604,1,0.285714286,0.042,4.285714286,2.54,3.39561572
604,0,5,1.44214,3.577447405,2.330867567,4.285714286
604,1,0.142857143,0.12086,5.092669204,3.682725468,4.665314402
604,0,0.142857143,0.21759,5.211636564,2.916193299,5.092669204
604,1,0.142857143,0.58872,5.00067944,3.481636771,5.241235682
604,1,2.857142857,0.28003,5.003035389,2.950117487,5.00067944
604,1,3.857142857,0.06013,5.222018959,2.797211043,5.000681292
604,1,3.142857143,0.30335,4.772375144,2.857684853,5.222018959
605,0,78,0.04976,3.697749196,1.688636365,3.916504586
605,0,18.71428571,0.02176,8.731617647,5.41,3.697749196
605,0,2.571428571,0.2036,3.167976424,1.929865422,3.811622592
605,0,3.857142857,1.4194,4.114414541,2.887261628,3.167976424
605,0,2.857142857,0.45247,3.487082017,2.350615599,4.114414541
606,1,3.571428571,0.138,3.260869565,1.765600289,2.952290978
606,0,9.714285714,0.03168,2.954545455,1.74,3.260869565
606,0,7.714285714,0.56,2.428571429,1.671463793,4.399633364
606,1,6,0.28221,3.206831792,1.874190709,2.428571429
607,1,0.428571429,0.284,2.362676056,1.77,2.19055794
607,0,0.071428571,0.60295,2.201343395,1.692251431,2.362676056
607,1,0.071428571,0.19525,2.265300896,1.830861972,2.201343395
607,0,8,0.45664,2.453792922,1.894163455,2.687978927
607,0,6.142857143,0.07603,3.064579771,1.961808497,3.010351384
607,0,10.71428571,0.06942,3.068280035,2.135122443,3.064579771
608,0,13.14285714,4.204,1.98,1.796071599,6.117691295
608,0,10.14285714,0.7184,3.151447662,2.404161554,1.98
608,0,13.85714286,0.725,2.344827586,1.743022727,3.318485523
608,0,11,0.11241,4.314562761,2.343846806,2.344827586
608,0,2.428571429,0.98784,2.115929705,1.693125,4.314562761
609,1,2.857142857,0.446,3.578475336,2.449686869,3.065174129
609,0,6.857142857,0.0571,4.448336252,2.426638014,3.021850302
609,1,0.857142857,0.58293,3.099857616,2.300394868,4.448336252
609,0,2.285714286,0.9144,3.249923447,2.74072695,3.099857616
609,1,18.28571429,0.24345,3.912507702,2.887261628,3.006353634
609,1,2,0.74735,2.977186057,2.53919244,3.912507702
609,0,0.142857143,0.74835,3.294795216,3.064958131,2.977186057
610,0,72,0.74034,2.019531567,1.70288273,2.788176161
610,1,2.142857143,0.34844,2.153024911,1.712449776,2.019531567
610,0,3.142857143,0.23488,2.5,1.941029462,2.280550775
610,1,1,0.30584,2.596128695,1.786277792,2.5
610,1,2.571428571,0.41389,2.428181401,1.902927106,2.596128695
610,0,1.285714286,0.35698,2.36932041,1.907919771,2.428181401
610,1,3,0.3017,2.51823003,1.886063971,2.36932041
610,1,1.857142857,0.4018,2.359880538,1.959910403,2.51823003
610,0,7.428571429,0.3411,2.479331574,1.878304091,2.359880538
611,1,4.428571429,0.01844,2.711496746,1.770195228,2.29
611,0,3.571428571,1.2,2.29,1.79,2.711496746
611,0,3.285714286,0.0942,3.736730361,2.491666667,2.5
611,0,0.071428571,0.492,2.743902439,1.6,2.29
612,0,2.285714286,0.1718,2.402793946,1.599182771,3.360215054
612,1,8.857142857,0.31864,2.416990962,1.773047954,2.402793946
612,0,3.857142857,0.28877,3.624337708,2.034966012,3.241678727
612,0,2.857142857,0.11961,3.441601873,1.885174317,3.624337708
