gender,SeniorCitizen,Partner,Dependents,PhoneService,Contract,PaperlessBilling,MonthlyCharges,Churn
Female,0,No,No,Yes,One year,No,19.9,No
Male,0,No,No,Yes,Month-to-month,Yes,107.95,No
Female,1,No,No,Yes,Month-to-month,Yes,83.8,No
Female,0,No,No,Yes,Month-to-month,Yes,74.25,Yes
Female,0,No,No,No,One year,Yes,56.4,No
Female,0,Yes,Yes,Yes,Two year,No,20.1,No
Female,0,Yes,No,Yes,Month-to-month,No,94.9,No
Female,1,No,No,Yes,Month-to-month,Yes,94.2,No
Male,0,Yes,No,Yes,Month-to-month,No,49.9,No
Male,0,No,No,Yes,Month-to-month,Yes,71.05,No
Female,0,No,No,Yes,Two year,No,81.65,No
Male,0,Yes,No,Yes,One year,No,89.45,No
Male,0,No,No,Yes,Month-to-month,Yes,59.85,Yes
Female,1,No,No,Yes,Month-to-month,Yes,69.6,Yes
Male,1,Yes,Yes,Yes,One year,No,99,No
Male,0,No,No,Yes,Month-to-month,No,19.05,No
Male,0,No,No,No,Month-to-month,Yes,45.4,Yes
Male,0,Yes,Yes,Yes,Two year,No,114.45,No
Female,0,No,No,Yes,Month-to-month,No,19.5,Yes
Female,0,Yes,No,Yes,Month-to-month,Yes,44.25,No
Female,0,Yes,No,Yes,One year,Yes,90.55,No
Male,0,No,No,Yes,Month-to-month,Yes,69.9,Yes
Male,0,Yes,Yes,Yes,Month-to-month,Yes,20.4,No
Male,0,No,No,Yes,Month-to-month,Yes,71.4,No
Female,0,No,No,Yes,Month-to-month,Yes,87.15,Yes
Male,0,Yes,No,Yes,Two year,No,24.85,No
Female,0,Yes,No,Yes,One year,Yes,104.45,No
Female,0,Yes,Yes,Yes,Two year,Yes,19.8,No
Female,0,No,No,Yes,Two year,Yes,116.45,No
Female,0,Yes,Yes,Yes,Month-to-month,Yes,84.75,Yes
Female,0,Yes,No,Yes,Two year,No,20.05,No
Male,1,No,No,Yes,Month-to-month,Yes,110.75,No
Female,0,No,No,Yes,Two year,Yes,89.7,No
Male,0,No,No,Yes,Month-to-month,Yes,89.95,Yes
Male,0,Yes,No,Yes,One year,No,48.7,No
Female,1,Yes,No,Yes,Two year,Yes,96.6,No
Male,0,No,No,Yes,One year,Yes,74.3,No
Female,0,No,No,Yes,Month-to-month,Yes,54.3,No
Female,1,No,No,Yes,One year,No,74.85,No
Male,0,Yes,Yes,Yes,Two year,Yes,79.95,No
Female,0,No,No,Yes,Two year,No,20.05,No
Male,0,No,No,Yes,Month-to-month,No,19.4,No
Male,0,Yes,Yes,Yes,One year,No,54.9,No
Male,0,No,No,Yes,Two year,Yes,24.45,No
Male,0,Yes,Yes,Yes,Month-to-month,Yes,89.65,No
Female,0,No,No,Yes,Month-to-month,Yes,45.4,No
Male,0,Yes,Yes,Yes,Two year,No,75.7,No
Female,0,Yes,No,Yes,One year,Yes,110.65,No
Female,0,Yes,Yes,Yes,One year,Yes,20.55,No
Female,0,Yes,No,Yes,Two year,Yes,115.15,No
Female,0,No,No,Yes,One year,No,58.55,No
Male,0,Yes,No,Yes,Month-to-month,Yes,93.25,No
Female,1,No,No,Yes,Month-to-month,Yes,113.2,Yes
Male,1,No,No,Yes,Month-to-month,Yes,90.5,Yes
Male,0,No,No,Yes,Month-to-month,No,79,Yes
Female,0,Yes,Yes,Yes,Two year,Yes,19.35,No
Male,0,Yes,Yes,Yes,Month-to-month,Yes,48.75,No
Male,1,No,No,Yes,Two year,Yes,109.05,No
Male,1,Yes,No,Yes,Two year,Yes,25,No
Female,0,No,No,Yes,Month-to-month,Yes,54.9,No
Male,0,Yes,Yes,Yes,Two year,No,24.75,No
Female,0,No,No,Yes,Month-to-month,Yes,91.15,No
Female,0,No,Yes,Yes,One year,No,20.15,Yes
Male,1,Yes,No,Yes,One year,Yes,104.35,No
Female,1,No,No,Yes,Month-to-month,Yes,66.05,No
Male,0,No,Yes,Yes,Month-to-month,Yes,71.65,Yes
Female,0,No,No,Yes,Month-to-month,No,20.35,Yes
Male,0,Yes,Yes,Yes,Two year,Yes,92.2,No
Female,0,No,No,Yes,Month-to-month,Yes,84.25,Yes
Female,1,Yes,No,Yes,One year,Yes,105.2,No
Female,0,Yes,No,Yes,Two year,Yes,19.6,No
Male,0,Yes,No,No,Month-to-month,No,30.4,No
Female,0,No,No,Yes,Month-to-month,No,78.1,Yes
Female,0,Yes,No,Yes,One year,Yes,61.5,No
Male,0,Yes,Yes,Yes,Month-to-month,Yes,69.4,No
Male,0,Yes,Yes,Yes,Two year,No,24.75,No
Female,0,Yes,Yes,Yes,Two year,No,91.05,No
Female,0,Yes,No,Yes,Month-to-month,No,89.65,Yes
Female,0,Yes,No,Yes,Month-to-month,Yes,73.65,No
Female,0,No,No,Yes,Two year,No,19.4,No
Male,0,No,No,Yes,One year,No,26.2,No
Female,0,No,No,Yes,Month-to-month,Yes,98.7,Yes
Male,0,No,No,Yes,Month-to-month,Yes,43.85,No
Male,0,No,No,Yes,Month-to-month,Yes,69.7,No
Male,0,Yes,Yes,No,Two year,No,38.55,No
Female,0,No,No,No,Two year,Yes,53.1,No
Female,0,Yes,Yes,Yes,Month-to-month,No,20.65,No
Male,0,Yes,Yes,Yes,Two year,No,64.45,No
Male,0,Yes,Yes,Yes,Two year,No,25.1,No
Female,0,No,No,Yes,Month-to-month,No,76.35,Yes
Female,0,No,No,Yes,Month-to-month,Yes,79.15,Yes
Male,1,Yes,No,Yes,Month-to-month,Yes,85,Yes
Female,0,Yes,Yes,Yes,One year,Yes,95.15,No
Female,1,No,No,Yes,Month-to-month,Yes,79.35,No
Male,0,Yes,No,Yes,One year,Yes,96.65,No
Male,0,No,No,Yes,Month-to-month,Yes,75.5,No
Male,0,Yes,Yes,Yes,Two year,No,19.7,No
Female,0,Yes,No,Yes,Two year,No,20.5,No
Male,0,No,No,Yes,Month-to-month,No,19.2,No
Male,1,Yes,No,Yes,Two year,No,98.35,No
Male,0,Yes,Yes,Yes,Month-to-month,No,74.35,No
Female,0,Yes,Yes,No,Two year,No,51.35,No
Female,0,Yes,No,Yes,Month-to-month,No,45.65,No
Male,1,Yes,No,Yes,Month-to-month,No,85.3,Yes
Female,0,No,Yes,Yes,Month-to-month,Yes,86.55,Yes
Male,0,No,No,Yes,Month-to-month,Yes,73.85,Yes
Male,0,Yes,Yes,Yes,Two year,No,20.3,No
Female,0,No,No,Yes,Month-to-month,Yes,54.2,No
Male,0,Yes,No,Yes,Month-to-month,Yes,90.65,No
Female,0,Yes,Yes,No,Month-to-month,Yes,50.9,No
Male,0,No,No,Yes,One year,No,25.05,No
Male,0,No,No,Yes,Month-to-month,Yes,74.85,No
Male,0,No,Yes,Yes,Two year,No,20.5,No
Female,1,Yes,No,Yes,Month-to-month,Yes,63.55,No
Male,1,Yes,No,No,Month-to-month,Yes,44.85,Yes
Male,0,No,No,Yes,Month-to-month,No,47.95,No
Male,1,No,No,Yes,Month-to-month,No,45.1,Yes
Female,0,Yes,No,Yes,Month-to-month,Yes,45,No
Male,0,No,No,Yes,Month-to-month,Yes,96,Yes
Male,0,No,No,Yes,Month-to-month,No,20.05,Yes
Male,1,No,No,Yes,Month-to-month,Yes,90.05,No
Female,0,No,No,Yes,Two year,Yes,25.3,No
Male,0,Yes,Yes,Yes,Two year,No,108.65,Yes
Female,0,Yes,No,Yes,One year,No,24.3,No
Male,0,No,No,Yes,Month-to-month,Yes,75.95,No
Female,0,Yes,Yes,Yes,Two year,No,19.7,No
Male,0,Yes,No,Yes,One year,No,66.4,No
Male,0,No,No,No,One year,Yes,35.75,No
Male,0,No,No,Yes,One year,No,18.8,No
Female,0,Yes,Yes,Yes,Two year,No,19.4,No
Female,0,No,No,Yes,One year,No,19.3,No
Male,0,No,No,Yes,Month-to-month,Yes,45.55,Yes
Female,1,Yes,No,Yes,Month-to-month,Yes,67.45,No
Female,0,Yes,No,No,Month-to-month,Yes,35.1,Yes
Male,0,No,No,Yes,Month-to-month,No,46.2,Yes
Female,0,No,No,Yes,Month-to-month,No,45.15,Yes
Male,1,No,No,No,Month-to-month,Yes,43.3,Yes
Male,0,Yes,Yes,Yes,Two year,Yes,20.1,No
Female,1,No,No,Yes,Month-to-month,Yes,57.15,Yes
Female,0,Yes,No,Yes,Two year,No,58.9,No
Female,0,Yes,No,Yes,Month-to-month,Yes,73.2,Yes
Male,0,No,No,Yes,Month-to-month,Yes,85.35,Yes
Male,0,Yes,Yes,Yes,Two year,No,19.45,No
Female,0,No,No,Yes,Month-to-month,No,45.95,Yes
Female,1,No,No,No,Month-to-month,Yes,50.5,No
Male,0,Yes,No,Yes,One year,No,25.1,No
Female,1,Yes,No,Yes,One year,No,60.7,No
Male,1,No,No,Yes,One year,Yes,99,No
Female,0,Yes,Yes,Yes,One year,Yes,104.4,No
Female,0,No,No,Yes,Month-to-month,No,83.75,Yes
Male,0,No,No,Yes,Month-to-month,Yes,44.05,No
Male,0,Yes,Yes,Yes,Two year,No,24.1,No
Male,0,No,No,Yes,Month-to-month,Yes,45.55,No
Female,0,Yes,Yes,Yes,Month-to-month,Yes,93.8,No
Female,0,Yes,Yes,Yes,Two year,No,19.7,No
Female,0,Yes,Yes,Yes,Two year,Yes,70.65,No
Female,0,Yes,No,Yes,Two year,No,86.45,No
Male,0,Yes,No,Yes,Two year,Yes,114.1,No
Male,0,Yes,No,Yes,One year,Yes,95.2,No
Male,0,No,No,Yes,Two year,No,88.55,No
Male,0,No,No,Yes,Month-to-month,Yes,20.75,No
Male,0,No,No,Yes,Month-to-month,Yes,70.05,Yes
Male,0,No,No,Yes,Month-to-month,Yes,86,Yes
Male,0,No,No,No,Month-to-month,Yes,44.65,No
Male,0,Yes,Yes,Yes,Month-to-month,Yes,60.2,No
Female,1,Yes,No,Yes,Month-to-month,Yes,100.5,Yes
Male,0,No,No,Yes,One year,No,55.45,No
Male,0,Yes,Yes,Yes,Month-to-month,Yes,70.3,No
Male,0,Yes,Yes,Yes,Two year,Yes,60.4,No
Female,0,No,No,Yes,Month-to-month,No,72.65,Yes
Female,0,No,No,Yes,One year,No,55.8,No
Male,0,No,No,No,Month-to-month,Yes,31.1,No
Female,0,Yes,Yes,Yes,Month-to-month,Yes,21,Yes
Female,1,No,No,Yes,Month-to-month,No,45.1,Yes
Male,1,No,No,No,Month-to-month,Yes,50.95,No
Male,0,No,Yes,Yes,Month-to-month,Yes,69.1,No
Female,0,Yes,No,No,Month-to-month,Yes,43.95,No
Male,0,No,Yes,Yes,Two year,Yes,86.5,No
Male,0,No,No,Yes,Month-to-month,No,69.95,No
Male,1,Yes,No,Yes,Month-to-month,Yes,50.4,Yes
Female,1,No,No,Yes,Month-to-month,No,78.95,Yes
Male,0,No,No,Yes,Month-to-month,Yes,90.95,No
Male,0,Yes,Yes,Yes,Two year,No,19.9,No
Female,0,No,No,Yes,One year,No,20.15,No
Male,0,Yes,Yes,Yes,Two year,Yes,90.6,No
Male,0,No,No,Yes,Month-to-month,Yes,92,No
Male,0,No,No,Yes,Month-to-month,Yes,94.45,Yes
Female,0,No,No,Yes,One year,Yes,24.85,No
Male,0,No,No,No,One year,No,36,No
Female,0,No,No,Yes,Month-to-month,Yes,78.5,No
Male,0,No,No,Yes,Two year,No,19.95,No
Male,0,Yes,Yes,Yes,One year,No,20.65,No
Female,0,Yes,Yes,No,Month-to-month,Yes,30.5,No
Female,0,Yes,Yes,Yes,Two year,No,106.1,No
Male,0,Yes,Yes,Yes,One year,Yes,20.5,No
Female,0,No,No,Yes,One year,Yes,95.5,No
Female,0,No,No,Yes,Month-to-month,No,64.6,No
Male,0,No,No,Yes,Month-to-month,Yes,51.1,No
Female,0,No,No,Yes,Month-to-month,Yes,84.8,Yes
Female,1,Yes,No,Yes,Two year,No,89.1,No
Male,0,No,No,Yes,Month-to-month,No,54.95,No
Male,0,No,No,Yes,Month-to-month,No,50.9,Yes
Male,0,Yes,No,Yes,Month-to-month,Yes,20.45,No
Male,0,Yes,Yes,Yes,Two year,Yes,85.95,No
Male,0,Yes,Yes,Yes,Month-to-month,No,60.35,No
Male,0,Yes,Yes,Yes,Two year,No,19.8,No
Female,1,Yes,Yes,Yes,Month-to-month,No,85.35,No
Female,0,Yes,Yes,Yes,Two year,Yes,72.1,No
Male,0,Yes,Yes,Yes,Month-to-month,Yes,99.8,Yes
Male,0,Yes,Yes,Yes,Month-to-month,Yes,107.35,Yes
Female,0,Yes,Yes,Yes,Month-to-month,Yes,19.55,Yes
Male,0,Yes,Yes,Yes,Month-to-month,Yes,81.05,No
Male,0,No,No,Yes,Month-to-month,Yes,20.5,No
Female,0,Yes,No,Yes,One year,Yes,111.8,No
Male,0,No,No,Yes,Month-to-month,No,20.2,No
Male,0,No,No,Yes,One year,Yes,19.7,No
Female,0,No,No,Yes,Month-to-month,Yes,79.1,Yes
Female,0,No,No,Yes,One year,Yes,19.85,No
Female,0,Yes,No,Yes,One year,Yes,60.5,No
Female,0,Yes,Yes,Yes,Two year,No,19.55,No
Female,0,No,No,Yes,Month-to-month,No,20.9,No
Male,0,No,Yes,Yes,Month-to-month,Yes,21.05,No
Male,0,No,No,Yes,One year,No,71.5,No
Male,0,No,No,Yes,Month-to-month,No,54.65,No
Male,0,No,No,Yes,Two year,No,19.2,No
Male,0,No,No,Yes,Month-to-month,Yes,49.8,No
Male,0,No,Yes,No,Month-to-month,No,25.5,Yes
Female,0,Yes,Yes,Yes,Two year,No,20.5,No
Male,0,Yes,Yes,Yes,Month-to-month,Yes,90.4,No
Female,0,No,No,Yes,One year,Yes,90.25,No
Female,0,No,No,Yes,Month-to-month,No,80.75,Yes
Male,0,Yes,Yes,Yes,Two year,No,104.6,No
Male,0,Yes,No,Yes,Month-to-month,Yes,91.85,Yes
Male,0,Yes,No,Yes,Month-to-month,No,50.2,No
Female,0,Yes,Yes,Yes,Month-to-month,Yes,95.5,No
Male,0,No,Yes,Yes,Month-to-month,Yes,75.35,Yes
Male,0,No,No,Yes,Month-to-month,Yes,75.45,Yes
Female,0,Yes,Yes,Yes,Month-to-month,Yes,95.4,No
Female,0,No,No,Yes,Two year,Yes,101.3,No
Female,0,Yes,No,Yes,Month-to-month,No,53.1,No
Male,0,No,No,Yes,Month-to-month,Yes,84.85,No
Female,0,Yes,Yes,No,Month-to-month,No,34.25,No
Female,0,Yes,Yes,Yes,Month-to-month,No,88.6,No
Female,0,No,No,Yes,One year,Yes,60.15,No
Male,0,No,No,Yes,One year,Yes,99.95,No
Male,0,No,No,Yes,Month-to-month,No,70.7,No
Male,0,No,No,Yes,One year,Yes,54.8,No
Male,0,No,No,Yes,Month-to-month,Yes,49.55,Yes
Male,1,No,No,Yes,Month-to-month,No,54.8,No
Male,0,No,No,Yes,One year,Yes,78.6,Yes
Female,0,No,No,Yes,One year,Yes,100.3,No
Female,0,No,No,No,Two year,No,53.6,No
Female,0,Yes,No,Yes,Month-to-month,Yes,81.1,Yes
Female,0,No,No,Yes,One year,Yes,19.35,No
Female,0,Yes,Yes,Yes,Month-to-month,No,85.6,No
Male,0,Yes,Yes,Yes,Two year,Yes,80.8,No
Male,0,Yes,No,Yes,Month-to-month,Yes,74.95,Yes
Male,0,No,No,Yes,Two year,No,19.6,No
Male,1,No,No,Yes,Month-to-month,Yes,93.55,Yes
Male,1,No,No,Yes,Month-to-month,Yes,90.7,No
Female,0,No,No,Yes,Two year,No,69.75,No
Female,0,Yes,Yes,Yes,Two year,Yes,20,No
Male,0,No,No,Yes,Month-to-month,Yes,95.25,No
Female,0,Yes,No,Yes,Month-to-month,Yes,102.1,Yes
Male,0,No,Yes,Yes,Month-to-month,No,19.95,No
Male,0,Yes,No,Yes,One year,No,80.85,No
Female,0,Yes,Yes,Yes,Month-to-month,Yes,90.9,Yes
Female,0,Yes,Yes,No,Month-to-month,No,29.2,Yes
Female,0,Yes,Yes,Yes,Two year,Yes,93.3,No
Female,0,Yes,Yes,Yes,Month-to-month,Yes,89.15,Yes
Male,1,Yes,No,Yes,One year,Yes,108.85,Yes
Female,0,Yes,Yes,No,Two year,Yes,46.35,No
Female,1,No,No,Yes,Month-to-month,Yes,84.75,Yes
Male,0,Yes,Yes,Yes,One year,No,78.75,No
Female,0,No,No,Yes,Month-to-month,Yes,83.55,No
Female,0,Yes,Yes,Yes,Month-to-month,Yes,45.7,Yes
Male,0,No,No,Yes,One year,No,19.6,No
Female,1,No,No,Yes,Month-to-month,Yes,69.95,Yes
Male,0,Yes,Yes,Yes,Two year,No,67.85,No
Female,0,Yes,Yes,Yes,Two year,Yes,105.65,No
Female,0,Yes,No,No,Month-to-month,No,44.6,Yes
Male,0,No,No,Yes,Month-to-month,Yes,74.95,Yes
Female,1,No,No,Yes,Month-to-month,No,75.5,No
Female,0,No,No,Yes,Month-to-month,No,20.15,No
Male,0,No,No,No,Two year,No,45.2,No
Female,0,No,No,Yes,Two year,Yes,95.25,Yes
Male,0,No,No,Yes,Month-to-month,Yes,89.85,Yes
Female,0,Yes,Yes,Yes,One year,No,100.45,Yes
Male,0,No,No,Yes,Month-to-month,No,47.15,Yes
Male,0,No,No,Yes,Month-to-month,Yes,80.2,Yes
Female,0,No,Yes,Yes,Month-to-month,Yes,87.1,Yes
Male,0,Yes,Yes,Yes,Two year,Yes,79.25,No
Male,0,No,No,Yes,Month-to-month,Yes,75.9,Yes
Male,0,Yes,Yes,Yes,Month-to-month,No,85.7,No
Female,0,Yes,No,Yes,Month-to-month,Yes,98.75,Yes
Female,0,No,Yes,Yes,One year,No,20.1,No
Male,0,Yes,Yes,Yes,Month-to-month,No,61.8,No
Female,0,Yes,Yes,Yes,Month-to-month,No,49.9,No
Female,0,No,No,Yes,Month-to-month,No,86.45,Yes
Male,0,Yes,No,Yes,Two year,No,20.4,No
Female,0,No,No,Yes,Month-to-month,Yes,45.3,Yes
Male,0,Yes,No,Yes,One year,No,104.1,Yes
Male,0,Yes,No,Yes,One year,Yes,75.4,No
Male,0,Yes,Yes,Yes,Two year,No,108.15,No
Female,0,No,No,Yes,Month-to-month,Yes,86.25,No
Female,1,Yes,No,Yes,Month-to-month,Yes,81,Yes
Male,0,No,No,Yes,One year,No,95.7,No
Female,0,Yes,Yes,Yes,Two year,Yes,116.85,No
Male,1,No,No,Yes,One year,No,105.75,No
Female,0,Yes,No,Yes,One year,No,20.15,No
Female,0,No,No,Yes,Two year,No,19.6,No
Male,0,Yes,No,Yes,One year,Yes,90.6,Yes
Male,0,No,Yes,Yes,Month-to-month,No,60.95,No
Female,0,Yes,Yes,No,Month-to-month,No,25.05,No
Female,0,Yes,No,Yes,Month-to-month,No,88.15,Yes
Male,0,No,No,Yes,Month-to-month,Yes,20.2,Yes
Male,0,Yes,Yes,Yes,One year,Yes,60.3,No
Female,0,No,Yes,Yes,Month-to-month,Yes,63.95,No
Male,1,Yes,No,Yes,Month-to-month,No,74.3,No
Female,1,No,No,Yes,Month-to-month,Yes,70.6,No
Female,0,Yes,Yes,Yes,Month-to-month,Yes,90.8,Yes
Male,0,No,No,Yes,Month-to-month,Yes,79.35,Yes
Male,0,Yes,No,Yes,Two year,No,90.55,No
Male,0,No,No,Yes,Two year,No,19.45,No
Female,1,No,No,Yes,Month-to-month,No,64.45,No
Male,1,No,No,Yes,Month-to-month,No,69.65,No
Male,0,No,No,Yes,One year,No,19.5,No
Female,0,No,No,Yes,Two year,Yes,110.5,No
Female,0,No,Yes,No,Month-to-month,No,24.7,No
Male,0,No,No,Yes,Month-to-month,Yes,77.4,No
Male,1,No,No,Yes,Month-to-month,Yes,96.8,Yes
Female,0,Yes,No,Yes,Month-to-month,Yes,85.4,No
Female,0,Yes,No,No,Two year,Yes,47.6,No
Female,0,Yes,Yes,Yes,Two year,No,19.4,No
Female,0,No,No,Yes,Month-to-month,Yes,103.85,No
Male,0,Yes,No,Yes,Month-to-month,Yes,83.35,Yes
Female,0,No,No,Yes,Month-to-month,Yes,49.4,Yes
Male,0,No,No,Yes,Month-to-month,Yes,108.45,No
Male,0,No,No,Yes,Month-to-month,No,81,No
Female,0,Yes,No,Yes,Month-to-month,Yes,79.2,Yes
Male,0,No,No,Yes,Two year,No,86.65,No
Male,0,Yes,Yes,Yes,Month-to-month,Yes,92.95,No
Male,0,Yes,Yes,Yes,Two year,No,90.35,No
Male,0,Yes,Yes,Yes,Month-to-month,No,48.7,Yes
Female,0,No,No,Yes,Two year,Yes,25.15,No
Male,0,Yes,Yes,Yes,One year,Yes,76.4,No
Female,0,Yes,Yes,Yes,One year,No,19.55,No
Female,0,No,No,Yes,Month-to-month,No,85.35,No
Male,0,Yes,Yes,Yes,Two year,Yes,24.8,No
Male,1,Yes,No,Yes,One year,Yes,103.15,No
Male,0,No,No,Yes,Month-to-month,No,100.75,No
Female,0,No,No,Yes,Month-to-month,Yes,95.6,Yes
Female,0,No,No,Yes,Month-to-month,Yes,59.75,Yes
Female,0,Yes,Yes,Yes,Two year,No,94.1,No
Male,0,No,Yes,Yes,One year,No,19.35,No
Male,0,No,No,Yes,Month-to-month,No,19.9,No
Female,1,No,No,Yes,Month-to-month,Yes,108.15,Yes
Male,1,No,No,Yes,Month-to-month,Yes,101.05,No
Female,0,No,No,Yes,One year,No,59.1,No
Female,0,No,No,Yes,Month-to-month,No,71.35,Yes
Male,0,Yes,Yes,Yes,One year,Yes,55.85,No
Male,0,Yes,Yes,Yes,Month-to-month,Yes,106.05,No
Male,1,Yes,No,Yes,Two year,Yes,84.1,No
Female,0,Yes,Yes,Yes,Month-to-month,Yes,75.3,No
Male,0,No,Yes,Yes,Month-to-month,No,24.7,No
Female,0,No,No,Yes,Month-to-month,Yes,20.15,Yes
Male,0,No,Yes,Yes,Month-to-month,No,69.75,Yes
Female,1,Yes,No,Yes,Month-to-month,Yes,93.2,Yes
Male,0,Yes,Yes,Yes,Month-to-month,No,80.85,Yes
Female,0,No,No,No,Month-to-month,Yes,33.65,Yes
Female,0,No,No,Yes,One year,No,55.8,No
Female,0,No,No,No,Two year,No,39.7,No
Female,0,Yes,Yes,No,Month-to-month,Yes,29.5,No
Female,0,No,Yes,Yes,Two year,No,20.15,No
Male,0,Yes,No,Yes,Two year,No,79.55,No
Male,0,No,Yes,Yes,Month-to-month,No,24.8,No
Female,0,No,No,Yes,Month-to-month,No,19.65,No
Male,0,No,No,Yes,Month-to-month,Yes,79.95,Yes
Female,0,No,No,Yes,Month-to-month,No,19.3,Yes
Male,0,No,No,Yes,Month-to-month,Yes,94.05,No
Male,0,No,No,Yes,Month-to-month,No,90.75,No
Female,0,Yes,No,Yes,Month-to-month,Yes,78.85,No
Male,0,Yes,No,Yes,One year,No,99.5,No
Female,0,Yes,No,Yes,One year,Yes,99.2,Yes
Male,0,No,Yes,Yes,Month-to-month,Yes,80.55,No
Male,1,Yes,No,Yes,Month-to-month,Yes,70.2,No
Female,0,Yes,No,Yes,Month-to-month,Yes,85.2,Yes
Female,0,No,No,Yes,Month-to-month,No,75.25,Yes
Male,0,Yes,Yes,Yes,One year,No,59.45,No
Male,0,Yes,No,Yes,Month-to-month,Yes,93.35,No
Female,0,No,No,Yes,Month-to-month,No,44.95,No
Male,0,No,No,Yes,Two year,No,26.1,No
Female,0,No,No,Yes,Month-to-month,No,20.2,No
Male,0,Yes,Yes,Yes,Two year,No,21.25,No
Female,0,No,No,Yes,One year,No,59.4,No
Male,0,Yes,Yes,Yes,One year,Yes,95,No
Male,0,No,No,Yes,Month-to-month,Yes,61.9,No
Female,0,No,No,Yes,Two year,Yes,118.65,No
Male,0,No,No,Yes,Month-to-month,No,54.35,Yes
Female,0,Yes,Yes,No,Two year,No,64.45,No
Female,0,Yes,Yes,Yes,Month-to-month,Yes,80.15,No
Male,0,Yes,Yes,Yes,One year,Yes,20.2,No
Female,0,Yes,Yes,Yes,Two year,No,21,No
Male,0,No,No,Yes,Month-to-month,No,20.45,No
Female,0,No,No,Yes,One year,Yes,75.85,No
Male,0,No,No,Yes,Month-to-month,Yes,80.45,No
Male,0,Yes,No,No,Month-to-month,Yes,24.95,Yes
Female,0,Yes,Yes,Yes,Two year,Yes,75.5,No
Male,0,No,No,Yes,Month-to-month,No,44.45,No
Male,0,Yes,No,No,One year,Yes,42.35,Yes
Male,0,Yes,Yes,Yes,Month-to-month,Yes,74.55,No
Male,0,No,No,Yes,Month-to-month,Yes,75.3,Yes
Male,0,No,No,Yes,One year,Yes,94.8,Yes
Male,0,Yes,Yes,No,Two year,No,48.15,No
Male,0,Yes,Yes,Yes,One year,No,19.65,No
Female,1,No,No,Yes,Month-to-month,Yes,70.55,Yes
Female,0,No,No,Yes,Month-to-month,No,20.15,No
Female,0,No,No,Yes,Month-to-month,Yes,106.6,No
Male,0,No,Yes,Yes,Month-to-month,Yes,91,No
Male,0,Yes,Yes,Yes,Two year,Yes,25.4,No
Female,0,Yes,Yes,Yes,Two year,No,69.95,No
Female,0,No,No,Yes,Month-to-month,Yes,66.85,No
Female,0,Yes,Yes,Yes,Month-to-month,No,86.15,Yes
Male,0,Yes,Yes,Yes,Month-to-month,No,20.15,No
Female,0,No,Yes,Yes,One year,No,64.85,No
Male,1,Yes,No,Yes,Two year,No,74.85,No
Male,0,No,No,Yes,Month-to-month,Yes,50.5,No
Male,0,No,No,Yes,Month-to-month,No,72.9,No
Female,0,No,No,Yes,One year,Yes,115.05,No
Male,0,No,No,Yes,Month-to-month,No,19,No
Male,0,No,Yes,Yes,Month-to-month,No,19.55,No
Female,0,No,No,Yes,One year,Yes,101.1,No
Male,0,No,No,Yes,Month-to-month,Yes,84.1,No
Male,0,No,No,Yes,Two year,Yes,24.15,No
Female,0,No,No,Yes,Month-to-month,Yes,50.1,No
Female,0,Yes,No,Yes,Month-to-month,Yes,74.6,No
Female,0,No,Yes,Yes,Two year,No,19.75,No
Female,0,Yes,No,Yes,Month-to-month,Yes,85,Yes
Female,0,No,No,Yes,Month-to-month,No,80.55,Yes
Male,0,Yes,No,Yes,One year,Yes,106.8,No
Female,0,Yes,Yes,Yes,Two year,Yes,84.5,No
Female,0,No,No,Yes,Two year,No,25.05,No
Female,0,Yes,Yes,Yes,Two year,Yes,83.7,No
Female,0,No,No,Yes,Month-to-month,Yes,75.8,Yes
Male,0,Yes,No,Yes,Month-to-month,No,96.6,No
Male,1,Yes,No,Yes,Month-to-month,Yes,98.5,Yes
Male,0,Yes,Yes,Yes,Two year,Yes,101.1,No
Female,0,No,No,Yes,One year,No,20.2,No
Female,1,Yes,No,Yes,One year,Yes,94.05,No
Male,1,Yes,No,Yes,Month-to-month,Yes,95.25,Yes
Male,1,Yes,No,Yes,Month-to-month,Yes,74.4,Yes
Female,0,Yes,No,Yes,Two year,No,81,No
Female,0,No,No,Yes,One year,Yes,60.25,No
Female,0,No,No,Yes,Month-to-month,No,60.85,No
Female,0,No,No,Yes,Month-to-month,No,43.95,No
Male,0,No,No,Yes,Month-to-month,No,86.05,No
Female,0,No,No,Yes,One year,No,20.25,No
Female,0,No,No,Yes,Month-to-month,No,85.15,Yes
Male,0,Yes,Yes,Yes,Two year,Yes,19.4,No
Male,1,Yes,No,Yes,Two year,Yes,102.65,No
Male,0,Yes,No,Yes,Two year,No,19.9,No
Female,0,No,No,Yes,One year,No,19.55,No
Male,1,Yes,No,Yes,Two year,Yes,95.5,No
Female,0,Yes,Yes,Yes,One year,Yes,84.15,No
Male,0,Yes,Yes,Yes,Two year,Yes,103.2,No
Male,0,No,No,Yes,Month-to-month,Yes,50.2,No
Female,1,No,No,Yes,Month-to-month,Yes,88.55,Yes
Male,0,Yes,Yes,Yes,Month-to-month,No,54.75,Yes
Male,0,Yes,Yes,Yes,Two year,No,19.95,No
Male,0,Yes,No,Yes,Two year,Yes,116.25,No
Female,0,No,No,No,Month-to-month,Yes,31.2,No
Male,0,Yes,Yes,Yes,Two year,No,24.45,No
Male,0,Yes,No,Yes,Two year,No,84.2,No
